organism_group,strain,collection_date,serovar,isolate,location,isolation_source,isolation_type,snp_cluster,min_same,min_diff,amr_genotypes,computed_types,serovar_new,resist,suscept,inter,suscept_dose_dep,country,isolation_source_new,suscept_sim,resist_sim,inter_sim,sdd_sim
E.coli and Shigella,CVM N18EC0596,2018,NA,PDT000568771.1,USA:TX,ground turkey,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6698794580078062,0.25942016421707526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0562,2018,NA,PDT000568772.1,USA:GA,ground turkey,environmental/other,NA,NA,NA,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0416,2018,NA,PDT000568773.1,USA:PA,ground turkey,environmental/other,NA,NA,NA,"aac(3)-IVa=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aph(4)-Ia=COMPLETE,blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,cmlA1=MISTRANSLATION,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mef(B)=COMPLETE,parE_L416F=POINT,sul2=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, chloramphenicol, ciprofloxacin, gentamicin, nalidixic acid, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, meropenem, streptomycin",,,USA,turkey,0.37493072950240564,0.18226306476831544,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0336,2018,NA,PDT000568775.1,USA:IA,chicken thighs,environmental/other,NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"chloramphenicol, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6113444047679739,0.24328305432458705,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0322,2018,NA,PDT000568776.1,USA:OR,chicken legs,environmental/other,NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,"sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, ampicillin, azithromycin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, streptomycin","cefoxitin, gentamicin",,USA,chicken,0.5258536984143662,0.17325863349465298,0.059565031840537304,0.91441093065223
E.coli and Shigella,19SC08CB16,2019,NA,PDT000569428.1,USA:SC,chicken,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=PARTIAL",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19SC08PC02,2019,NA,PDT000569521.1,USA:SC,pork chop,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,19SC08GT05,2019,NA,PDT000569552.1,USA:SC,turkey,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6909567828951589,0.2529117117554207,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC0280,2018,NA,PDT000570974.1,USA:GA,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD07GB05-EC,2019,NA,PDT000575116.1,USA:MD,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD07CB01-EC,2019,NA,PDT000575120.1,USA:MD,chicken,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19OR07GB02-EC,2019,NA,PDT000581171.4,USA:OR,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19OR07PC07-EC,2019,NA,PDT000581173.1,USA:OR,pork chop,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19OR07GB05-EC,2019,NA,PDT000581175.1,USA:OR,ground beef,environmental/other,NA,NA,NA,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19SC08PC06-EC,2019,NA,PDT000583496.1,USA:SC,pork chop,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19SC08CB32-EC,2019,NA,PDT000583499.1,USA:SC,chicken,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6909567828951589,0.2529117117554207,0.8102603763856664,0.91441093065223
E.coli and Shigella,19NC07PC06_EC,2019,NA,PDT000584488.1,USA:NC,pork chop (sus domesticus),environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19NC07GB04_EC,2019,NA,PDT000584497.1,USA:NC,ground beef (bos taurus),environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19NC07GB10_EC,2019,NA,PDT000584499.1,USA:NC,ground beef (bos taurus),environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19NC07GB02_EC,2019,NA,PDT000584653.1,USA:NC,ground beef (bos taurus),environmental/other,NA,NA,NA,"acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,beef,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,19NC07GT05_EC,2019,NA,PDT000584660.3,USA:NC,ground turkey (meleagris gallopavo),environmental/other,NA,NA,NA,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cmlA1=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE",NA,NA,"ampicillin, chloramphenicol, gentamicin, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, ciprofloxacin, meropenem, nalidixic acid",,,USA,turkey,0.4395405136856054,0.2066444462436604,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD07GT11-EC,2019,NA,PDT000584790.1,USA:MD,ground turkey,environmental/other,NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,blaEC=MISTRANSLATION,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, gentamicin, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6113525497940305,0.25941674344473326,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD07GB09-EC,2019,NA,PDT000584791.1,USA:MD,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD07GB07-EC,2019,NA,PDT000584792.1,USA:MD,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD07GT16-EC,2019,NA,PDT000584793.1,USA:MD,ground turkey,environmental/other,NA,NA,NA,"aac(3)-IId=COMPLETE,aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, gentamicin, streptomycin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6406572008531762,0.25262466305370335,0.8102603763856664,0.91441093065223
E.coli and Shigella,19TN08GB05N-EC,2019,NA,PDT000586257.1,USA:TN,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,beef,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,19TN08GB03K-EC,2019,NA,PDT000586258.1,USA:TN,ground beef,environmental/other,NA,NA,NA,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19TN08GB04N-EC,2019,NA,PDT000586259.1,USA:TN,ground beef,environmental/other,NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA6=COMPLETE,acrF=MISTRANSLATION,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,"gentamicin, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,beef,0.6297867367734498,0.25624492133910876,0.8102603763856664,0.91441093065223
E.coli and Shigella,PNUSAE033702,2019,NA,PDT000587230.1,USA:SC,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC1164,2017,NA,PDT000588009.1,USA:TX,pork chops bone-in,environmental/other,NA,NA,NA,"aadA1=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cmlA1=COMPLETE,dfrA12=COMPLETE,mdtM=COMPLETE,qnrS1=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE,tet(M)=COMPLETE",NA,NA,"ampicillin, chloramphenicol, ciprofloxacin, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, azithromycin, cefoxitin, gentamicin, meropenem, nalidixic acid",ceftriaxone,,USA,pork,0.38900255485211094,0.20246935584623768,0.04269297049829277,0.91441093065223
E.coli and Shigella,19IA07GB08-EC,2019,NA,PDT000588635.1,USA:IA,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07GT05-EC,2019,NA,PDT000588636.1,USA:IA,ground turkey,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE",NA,NA,ampicillin,"amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6938330778093041,0.1427902335716848,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07PC02-EC,2019,NA,PDT000588646.1,USA:IA,pork chop,environmental/other,NA,NA,NA,"aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,"streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid",,,USA,pork,0.5419523250272713,0.19465365114886496,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07GB02-EC,2019,NA,PDT000588647.1,USA:IA,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07CB40-EC,2019,NA,PDT000588648.1,USA:IA,chicken breast,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07CB24-EC,2019,NA,PDT000588653.1,USA:IA,chicken breast,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19SD07GT15-EC,2019,NA,PDT000588814.1,USA:SD,ground turkey,environmental/other,NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE",NA,NA,"gentamicin, streptomycin, sulfisoxazole","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, tetracycline, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6566117081612517,0.20693273948817653,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07PC04-EC,2019,NA,PDT000588875.1,USA:IA,pork chop,environmental/other,NA,NA,NA,"acrF=COMPLETE,ampC_C-42T=POINT,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT,tet(A)=COMPLETE",NA,NA,"amoxicillin-clavulanic acid, ampicillin, cefoxitin, streptomycin, tetracycline","azithromycin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.5467068042999084,0.20396800683807997,0.8102603763856664,0.91441093065223
E.coli and Shigella,19IA07GT20-EC,2019,NA,PDT000588886.1,USA:IA,ground turkey,environmental/other,NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.641193680162772,0.270089396649478,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD08PC10-EC,2019,NA,PDT000589279.1,USA:MD,pork chop,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD08CB09-EC,2019,NA,PDT000589282.1,USA:MD,chicken,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,19MD08GB09-EC,2019,NA,PDT000589286.1,USA:MD,ground beef,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0616,2017,NA,PDT000591884.1,USA:CO,chicken legs,environmental/other,NA,NA,NA,"aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,mdtM=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, gentamicin, meropenem, nalidixic acid",,ciprofloxacin=,USA,chicken,0.48198323287893496,0.2211917458583092,0.8102603763856664,0.019411360624030226
E.coli and Shigella,19SD07GT20-EC,2019,NA,PDT000591956.1,USA:SD,ground turkey,environmental/other,NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,ptsI_V25I=POINT,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL,uhpT_E350Q=PARTIAL_END_OF_CONTIG",NA,NA,"ampicillin, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.641193680162772,0.270089396649478,0.8102603763856664,0.91441093065223
E.coli and Shigella,19SD07PC06-EC,2019,NA,PDT000591968.1,USA:SD,pork chop,environmental/other,NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
