organism_group,strain,collection_date,serovar,isolate,location,isolation_source,isolation_type,snp_cluster,min_same,min_diff,amr_genotypes,computed_types,serovar_new,resist,suscept,inter,suscept_dose_dep,country,isolation_source_new,suscept_sim,resist_sim,inter_sim,sdd_sim
Campylobacter jejuni,CVM N16C249,2016,NA,PDT000245071.2,USA:CO,chicken wings,environmental/other,PDS000020853.34,1,11,"50S_L22_A103V=POINT,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N18C237,2018,NA,PDT000473121.1,USA:NM,chicken thighs,environmental/other,PDS000020853.34,3,26,"50S_L22_A103V=POINT,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19LA03CB10C1,2019,NA,PDT000524359.1,USA:LA,cb-wings,environmental/other,PDS000020853.34,2,1,"50S_L22_A103V=POINT,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,other/unspecified,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N19C034,2019,NA,PDT000568797.1,USA:TX,chicken breasts,environmental/other,PDS000020853.34,2,1,"50S_L22_A103V=POINT,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N19C619,2019,NA,PDT000728817.2,USA:CA,chicken whole - cut in lab,environmental/other,PDS000020853.34,3,27,50S_L22_A103V=POINT,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, tetracycline",,,USA,chicken,0.831726326051312,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C049,2018,NA,PDT000473351.1,USA:GA,chicken breast,environmental/other,PDS000021336.26,1,13,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C051,2018,NA,PDT000473357.1,USA:GA,chicken breast,environmental/other,PDS000021336.26,1,12,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C006,2018,NA,PDT000473390.1,USA:IA,whole - cut in lab,environmental/other,PDS000021336.26,0,12,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,other/unspecified,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N17C203,2017,NA,PDT000345781.1,USA:PA,chicken legs,environmental/other,PDS000025591.38,11,11,"50S_L22_A103V=POINT,blaOXA=COMPLETE",NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C297,2018,NA,PDT000521735.1,USA:MD,chicken breasts,environmental/other,PDS000025591.38,0,0,"50S_L22_A103V=POINT,blaOXA-184=COMPLETE",NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C153,2018,NA,PDT000473020.1,USA:MO,whole - cut in lab,environmental/other,PDS000039528.34,3,NA,"23S_A2075G=POINT,aph(3')-VIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,"azithromycin, clindamycin, erythromycin, telithromycin, tetracycline","ciprofloxacin, florfenicol, gentamicin, nalidixic acid",,,USA,other/unspecified,0.46586122443842276,0.15351590915775742,1,0.9982837528604119
Campylobacter jejuni,CVM N18C371,2018,NA,PDT000473225.1,USA:GA,chicken wings,environmental/other,PDS000022294.189,3,6,"50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA=MISTRANSLATION,sat4=COMPLETE",NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N19C180,2019,NA,PDT000600938.1,USA:GA,chicken mixed parts,environmental/other,PDS000022294.189,4,31,"50S_L22_A103V=POINT,blaOXA=MISTRANSLATION,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19GA06CB32-C,2019,NA,PDT000679427.1,USA:GA,chicken breasts,environmental/other,PDS000022294.189,4,31,"50S_L22_A103V=POINT,blaOXA=MISTRANSLATION,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C810,2017,NA,PDT000363466.1,USA:PA,chicken breast,environmental/other,PDS000020995.108,3,17,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C095,2018,NA,PDT000473407.1,USA:TN,chicken breast,environmental/other,PDS000020995.108,3,20,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,19IA07CB20-C1,2019,NA,PDT000588651.1,USA:IA,chicken breast,environmental/other,PDS000021240.151,0,1,"50S_L22_A103V=POINT,blaOXA-489=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19MN10CB22,2019,NA,PDT000630740.1,USA:MN,chicken breasts,environmental/other,PDS000021240.151,0,1,"50S_L22_A103V=POINT,blaOXA-489=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19KS09CB18-C1,2019,NA,PDT000655941.1,USA:KS,chicken wing,environmental/other,PDS000021240.151,5,6,"50S_L22_A103V=POINT,blaOXA-489=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19MN09CB16,2019,NA,PDT000756589.1,USA:MN,thighs,environmental/other,PDS000021240.151,1,2,"50S_L22_A103V=POINT,blaOXA-489=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,other/unspecified,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,NA,2018,NA,PDT000837454.1,Australia: VIC,feces,clinical,PDS000021240.151,20,28,"50S_L22_A103V=POINT,blaOXA-489=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, ciprofloxacin, erythromycin, gentamicin, tetracycline",,,Australia,stool,0.39833813311824584,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C301,2018,NA,PDT000473064.1,USA:IA,chicken mixed parts,environmental/other,PDS000115964.5,5,7,"50S_L22_A103V=POINT,gyrA_T86I=POINT",NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin, tetracycline",,,USA,chicken,0.7360321427521399,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,CVM N18C318,2018,NA,PDT000473085.1,USA:KS,chicken legs,environmental/other,PDS000115964.5,3,5,"50S_L22_A103V=POINT,gyrA_T86I=POINT",NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin, tetracycline",,,USA,chicken,0.7360321427521399,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,19TN08CB12K-C1,2019,NA,PDT000587244.1,USA:TN,chicken breast,environmental/other,PDS000115964.5,2,7,"50S_L22_A103V=POINT,gyrA_T86I=POINT",NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, tetracycline",,,USA,chicken,0.6801318707180831,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,19MD06CB31-C,NA,NA,PDT000604578.1,USA:MD,chicken breasts,environmental/other,PDS000115964.5,1,3,"50S_L22_A103V=POINT,gyrA_T86I=POINT",NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, tetracycline",,,USA,chicken,0.6801318707180831,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,FSIS1606907,2016,NA,PDT000137329.2,USA:VA,animal-chicken-young chicken,environmental/other,PDS000083693.48,13,10,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N16C173,2016,NA,PDT000244953.2,USA:CA,chicken wings,environmental/other,PDS000083693.48,2,8,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N16C185,2016,NA,PDT000244961.2,USA:NM,chicken breast,environmental/other,PDS000083693.48,1,2,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N16C362,2016,NA,PDT000245182.2,USA:TN,chicken legs,environmental/other,PDS000083693.48,13,11,"tet(O)=COMPLETE,tet(O)=PARTIAL",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N16C431,2016,NA,PDT000245249.2,USA:CA,chicken legs,environmental/other,PDS000083693.48,11,12,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N16C553,2016,NA,PDT000245364.2,USA:CO,chicken legs,environmental/other,PDS000083693.48,1,5,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C644,2017,NA,PDT000345640.1,USA:CA,chicken wings,environmental/other,PDS000083693.48,0,1,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C638,2017,NA,PDT000345649.1,USA:WA,chicken thighs,environmental/other,PDS000083693.48,6,10,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C005,2017,NA,PDT000345734.1,USA:CA,chicken wings,environmental/other,PDS000083693.48,1,6,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C197,2017,NA,PDT000345779.1,USA:OR,chicken breast,environmental/other,PDS000083693.48,5,18,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C668,2017,NA,PDT000363213.1,USA:CO,chicken legs,environmental/other,PDS000083693.48,0,1,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C620,2017,NA,PDT000363506.1,USA:TX,chicken thighs,environmental/other,PDS000083693.48,0,18,50S_L22_A103V=POINT,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N18C397,2018,NA,PDT000473207.1,USA:CA,chicken mixed parts,environmental/other,PDS000083693.48,4,6,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N18C090,2018,NA,PDT000473412.1,USA:CA,chicken wings,environmental/other,PDS000083693.48,4,8,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N18C089,2018,NA,PDT000473413.1,USA:CA,chicken wings,environmental/other,PDS000083693.48,4,6,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19WA02CB21-C1,2019,NA,PDT000502739.2,USA:WA,chicken,environmental/other,PDS000083693.48,2,4,"gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,"ciprofloxacin, nalidixic acid, tetracycline","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin",,,USA,chicken,0.7081513875981231,0.281276866193203,1,0.9982837528604119
Campylobacter jejuni,CVM N18C480,2018,NA,PDT000521861.1,USA:WA,chicken thighs,environmental/other,PDS000083693.48,2,2,"gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,"ciprofloxacin, nalidixic acid, tetracycline","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin",,,USA,chicken,0.7081513875981231,0.281276866193203,1,0.9982837528604119
Campylobacter jejuni,CVM N19C257,2019,NA,PDT000599745.1,USA:CA,chicken whole - cut in lab,environmental/other,PDS000083693.48,0,21,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19NM08CB31-C,2019,NA,PDT000628341.1,USA:NM,chicken,environmental/other,PDS000083693.48,0,21,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19IA10CB40-C1,2019,NA,PDT000631654.1,USA:IA,chicken breast,environmental/other,PDS000083693.48,1,5,NA,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, tetracycline",,,USA,chicken,0.831726326051312,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,19CA07CB23-UCD-C1,2019,NA,PDT000639503.1,USA:CA,chicken breast,environmental/other,PDS000083693.48,0,7,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19GA09CB40-C,2019,NA,PDT000706530.1,USA:GA,chicken wings,environmental/other,PDS000083693.48,5,9,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19GA09CB30-C,2019,NA,PDT000706531.1,USA:GA,whole chicken,environmental/other,PDS000083693.48,4,6,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N19C506,2019,NA,PDT000728853.2,USA:CA,chicken breasts,environmental/other,PDS000083693.48,3,10,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19CA09CB01-C1,2019,NA,PDT000784081.1,USA:CA,chicken thigh,environmental/other,PDS000083693.48,8,13,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N19C616,2019,NA,PDT000843470.1,USA:CA,chicken breasts,environmental/other,PDS000083693.48,2,3,tet(O)=COMPLETE,NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1605709,2016,NA,PDT000110623.2,USA:IA,animal-cattle-heifer,environmental/other,PDS000120226.2,2,4,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1605939,2016,NA,PDT000112830.2,USA:NC,animal-cattle-steer,environmental/other,PDS000120226.2,6,7,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1605949,2016,NA,PDT000112924.2,USA:WA,animal-cattle-dairy cow,environmental/other,PDS000120226.2,11,9,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606172,2016,NA,PDT000123788.2,USA:MN,animal-cattle-dairy cow,environmental/other,PDS000120226.2,8,3,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606225,2016,NA,PDT000123797.2,USA:TX,animal-cattle-dairy cow,environmental/other,PDS000120226.2,11,9,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606169,2016,NA,PDT000123803.2,USA:CO,animal-cattle-dairy cow,environmental/other,PDS000120226.2,15,14,"blaOXA-193=COMPLETE,gyrA_T86I=POINT",NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin, tetracycline",,,USA,beef,0.7360321427521399,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,FSIS1606613,2016,NA,PDT000131137.2,USA:WI,animal-cattle-dairy cow,environmental/other,PDS000120226.2,12,11,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,beef,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N17C488,2017,NA,PDT000345535.1,USA:IA,chicken wings,environmental/other,PDS000120226.2,0,3,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C634,2017,NA,PDT000345785.1,USA:WA,chicken thighs,environmental/other,PDS000120226.2,0,12,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N17C623,2017,NA,PDT000345790.1,USA:TX,whole - cut in lab,environmental/other,PDS000120226.2,0,3,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,other/unspecified,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C637,2017,NA,PDT000363513.1,USA:WA,ground turkey,environmental/other,PDS000120226.2,0,12,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,turkey,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N19C617,2019,NA,PDT000843468.1,USA:CA,chicken whole - cut in lab,environmental/other,PDS000120226.2,25,17,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, tetracycline",,,USA,chicken,0.831726326051312,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N16C250,2016,NA,PDT000245072.2,USA:CO,chicken breast,environmental/other,PDS000083694.54,4,14,gyrA_T86I=POINT,NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin, tetracycline",,,USA,chicken,0.7360321427521399,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,CVM N17C792,2017,NA,PDT000363197.1,USA:GA,chicken wings,environmental/other,PDS000083694.54,2,5,NA,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N17C431,2017,NA,PDT000363304.1,USA:SC,chicken legs,environmental/other,PDS000083694.54,2,3,NA,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,CVM N17C796,2017,NA,PDT000363453.1,USA:GA,chicken wings,environmental/other,PDS000083694.54,3,14,"aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N18C248,2018,NA,PDT000473112.2,USA:CA,chicken mixed parts,environmental/other,PDS000083694.54,3,21,NA,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,19NC07CB10_C,2019,NA,PDT000584649.2,USA:NC,chicken mixed parts (gallus gallus),environmental/other,PDS000083694.54,2,3,gyrA_T86I=POINT,NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin, tetracycline",,,USA,chicken,0.7360321427521399,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,19CO09CB33-C1,2019,NA,PDT000634279.2,USA:CO,NA,environmental/other,PDS000083694.54,3,4,gyrA_T86I=POINT,NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, tetracycline",,,USA,NA,0.6801318707180831,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,CVM N19C368,2019,NA,PDT000728830.2,USA:PA,chicken thighs,environmental/other,PDS000083694.54,7,14,NA,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, tetracycline",,,USA,chicken,0.831726326051312,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,FSIS1605696,2016,NA,PDT000107179.2,USA:TX,animal-cattle-dairy cow,environmental/other,PDS000000107.148,2,2,"gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,"ciprofloxacin, nalidixic acid, tetracycline","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin",,,USA,beef,0.7081513875981231,0.281276866193203,1,0.9982837528604119
